所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
宝鸡,金台,陈仓园,陈仓园铁路住宅A区,68,整租,南,975,,2,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,群众路,金域陽光金陵湾3期,117,整租,南,1100,,3,2,1,随时入住,暂无数据,需提前预约,低楼层,33,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,宝鸡车站高层住宅,80,整租,东,1300,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,18,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,天同国际,52,整租,西,1300,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,城建局家属院(金台区),64,整租,南,800,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,尚浦锦园,88,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,1,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,清姜,金山小区宝鸡市,60,整租,南,800,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,清姜,金山电子设备厂家属院,85,整租,南,900,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,跃进铁路南区,37,整租,东,600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,金陵新村小区,65,整租,南,800,年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,新民路小区,100,整租,南,1000,,3,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,石坝河,铁五处小区,70,整租,南,800,,2,1,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,医药公司小区,70,整租,南,800,,2,1,1,随时入住,暂无数据,暂无数据,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,药玻小区,59,整租,南,800,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,7,无,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,石坝河,铁五处小区,70,整租,南,800,,2,1,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,火炬路2号院2号小区,100,整租,南,1100,半年付价,2,2,1,随时入住,3年以上,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,群众路,华宇佳园,96,整租,南,1000,,2,2,1,随时入住,暂无数据,一般下班后可看,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,玉泉花园北区,84,整租,南,1300,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,陕安小区,80,整租,南,1100,,1,1,1,随时入住,暂无数据,需提前预约,低楼层,15,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,绿城·逸水院,98,整租,南,1300,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,三迪,三迪加州阳光小区,98,整租,南,1300,半年付价,3,2,1,随时入住,暂无数据,需提前预约,中楼层,11,无,租用车位,民水,暂无数据,有,集中供暖
宝鸡,金台,大庆路,幸福里,120,整租,东,1000,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,大地苑,89,整租,南,1200,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,18,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,宝鸡卷烟厂英达路住宅小区,135,整租,南,1300,,3,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,群众路,尚枫嘉苑,56,整租,南,1000,,2,2,2,随时入住,暂无数据,需提前预约,中楼层,19,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,滨河花园(渭滨区),80,整租,北,1260,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,24,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,西建·康城,92,整租,东,1100,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,汉东小区,120,整租,南,1300,,3,1,1,随时入住,暂无数据,需提前预约,低楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,群众路,中房新华家园,94,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,百合鸿家园小区,100,整租,东,900,,2,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,燃气公司家属院,89,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,43,整租,北,1300,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,東一小區,52,整租,南,950,半年付价,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,万润国际广场,53,整租,南,1200,,1,1,1,随时入住,2年以内,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,46,整租,南,1300,半年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,26,有,暂无数据,民水,民电,无,集中供暖
宝鸡,渭滨,桥南,盛华大厦,74,整租,东,1300,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,23,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,万合国际,86,整租,南,1300,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,热力公司家属楼,101,整租,南,1100,半年付价,3,2,1,随时入住,2年以内,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,火车站,渭工路63号,93,整租,南,1300,,2,2,2,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,暂无数据
宝鸡,渭滨,高新区,高新佳园三期,80,整租,东,1300,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,圣泰小区,117,整租,南,1100,,2,2,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,姜谭路,万丰小区,86,整租,东,1100,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,清姜花园,87,整租,南,1200,年付价,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,新秦花园住宅小区,87,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,五一造纸总厂家属院,83,整租,南,900,,2,2,1,暂无数据,暂无数据,暂无数据,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,新秦花园住宅小区,87,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,陕开社区,80,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,尚浦锦园,98,整租,东,1100,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,轩苑臻品,105,整租,南,1000,,2,2,1,随时入住,1年以内,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,工农小区,93,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,嘉隆国际,57,整租,西,1200,半年付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,绿舟小区,108,整租,南,1300,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,雅典丽舍小区,82,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,高新佳园三期,110,整租,南,1300,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,新烽火盛華園,105,整租,南,1200,半年付价,3,2,1,随时入住,1年以内,一般下班后可看,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,陈仓园,91,整租,南,1100,半年付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,公园家属小区,80,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,嘉隆国际,55,整租,南,1100,,1,1,1,随时入住,暂无数据,一般下班后可看,中楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,财富广场,96,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,15,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,陕安小区,80,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,15,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,清姜,清姜花园,97,整租,南,1200,,2,2,1,随时入住,暂无数据,只能周末看房,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,经纬花园,96,整租,南,850,半年付价,2,2,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,34,整租,东,1100,半年付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,27,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,52,整租,南,1300,,1,1,1,20200730,暂无数据,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,東一小區,53,整租,南,900,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,建厂小区,54,整租,南,700,季付价,1,2,1,随时入住,1年以内,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,宝鸡供电局东区家属院,110,整租,南,1000,,3,1,1,随时入住,1年以内,需提前预约,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟二组小区,94,整租,西,1100,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,32,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,群众路,建华小区,99,整租,南,1000,半年付价,3,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,跃进铁路南区,47,整租,南,1000,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,天上人间都市花园,114,整租,南,1300,,2,1,2,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,新建路东段48号,100,整租,南,1200,,3,2,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,佳和南苑,90,整租,南,900,,2,2,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,石坝河,石鼓園小區,98,整租,南,1300,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,解放新村,60,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,暂无数据,有,集中供暖
宝鸡,金台,大庆路,经纬花园,78,整租,南,1000,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,李家崖村,93,整租,南,900,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,石坝河,石鼓園小區,98,整租,南,1300,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,铁路高层,77,整租,南,1300,半年付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,26,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,東一小區,52,整租,南,900,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,长江高科花园,140,整租,南,1300,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,石坝河,人民家园,79,整租,南,1300,,3,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,五洲现代城,110,整租,东,1000,年付价,3,2,1,随时入住,1年以内,需提前预约,高楼层,28,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,九华园,124,整租,东,1100,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,宝十路38号院,97,整租,南,930,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟二组小区,94,整租,西,1100,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,32,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,大庆路,宝鸡供电局家属院南区,76,整租,南,900,年付价,3,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,租用车位,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,桥南,药玻小区,105,整租,南,1100,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,清姜,益门粮库小区东院,91,整租,南,1200,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,石坝河,宝光小区南区,97,整租,南,1250,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,火车站,曙光路,60,整租,南,850,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,联盟三组住宅楼,102,整租,南,1000,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,天上人间都市花园,114,整租,南,1300,,2,1,2,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,新建路东段48号,100,整租,南,1200,,3,2,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,佳和南苑,90,整租,南,900,,2,2,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,宝华高层小区,98,整租,南,1300,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,22,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,陈仓园,陈仓园铁路住宅A区,76,整租,南,1000,,2,2,1,20200731,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,东风路32号,53,整租,南,900,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,新福路,金利苑二期,93,整租,南,1100,年付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,26,有,租用车位,民水,民电,无,集中供暖
宝鸡,金台,群众路,建华小区,58,整租,南,950,,2,1,1,随时入住,1年以内,需提前预约,中楼层,8,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,上马营二号小区,91,整租,北,1100,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,万达新村,137,整租,南,1250,,3,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,戴家湾小区,98,整租,南,800,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,汉新小区,98,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,阳光上东,40,整租,南,1000,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,嘉隆国际,56,整租,南,1200,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,高新新城国际广场,62,整租,南,1200,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,华煤小区,80,整租,南,850,,2,1,0,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,商水,民电,有,集中供暖
宝鸡,金台,陈仓园,陈仓园,91,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,团结花园C区北区,98,整租,南,1100,,2,1,2,随时入住,暂无数据,需提前预约,高楼层,6,无,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,72,整租,南,1200,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,18,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,92,整租,南,1300,,2,2,2,随时入住,暂无数据,需提前预约,低楼层,16,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,74,整租,北,1200,,2,1,2,随时入住,暂无数据,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,石油小区(东风路),145,整租,南,1100,半年付价,3,2,2,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,金陵家园,80,整租,南,900,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,沁心院,104,整租,南,1100,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,跃进路西,110,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,东岭家属院,120,整租,南,1100,,3,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,上馬营東二小區,58,整租,南,1000,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,石坝河,雨虹馨园,89,整租,南,1100,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,五洲现代城,133,整租,南,1100,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,28,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,碧水湾,103,整租,西,1300,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,联盟三组住宅楼,110,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,中宝花园,101,整租,南,1000,,2,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,上馬营東二小區,58,整租,南,900,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,宝鸡卷烟厂英达路住宅小区,135,整租,南,1300,,3,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,电力新苑,91,整租,南,1100,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,无,集中供暖
宝鸡,渭滨,高新区,来福大厦,125,整租,东,1300,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,17,有,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
宝鸡,金台,上马营,五洲现代城,110,整租,南,1100,半年付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,28,有,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,电气化社区,70,整租,南,850,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,建厂小区,153,整租,南,1300,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,新福园南区,71,整租,西,1100,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,新秦花园住宅小区,93,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,上馬营東二小區,53,整租,南,900,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,五洲现代城,133,整租,南,1100,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,28,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,碧水湾,103,整租,西,1300,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,联盟三组住宅楼,110,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,中宝花园,101,整租,南,1000,,2,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,上馬营東二小區,58,整租,南,900,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,宝鸡卷烟厂英达路住宅小区,135,整租,南,1300,,3,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,宏文路58号院,86,整租,南,1000,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,电力新苑,91,整租,南,1100,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,无,集中供暖
宝鸡,金台,上马营,上马营二号小区,90,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,建厂小区,120,整租,南,1100,,2,2,2,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,宝鸡卷烟厂家属院,96,整租,南,950,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,电气化社区,70,整租,南,850,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,建厂小区,153,整租,南,1300,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,三迪,三迪加州阳光小区,128,整租,南,1100,半年付价,4,2,2,随时入住,1年以内,需提前预约,中楼层,32,有,免费使用,民水,民电,有,集中供暖
宝鸡,金台,新福路,新福园南区,71,整租,西,1100,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,新秦花园住宅小区,93,整租,南,1100,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,烽火新村,81,整租,北,1050,,3,1,1,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,佳和南苑,89,整租,南,1000,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,新福路,豪城H区,111,整租,南,1000,年付价,3,2,1,随时入住,1年以内,需提前预约,高楼层,31,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,大庆路,中元水韵尚品,139,整租,西,1000,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,24,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,嘉隆国际,80,整租,西,1300,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,明苑小区,98,整租,东,1100,,2,2,1,随时入住,3年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,火车站,曙光新村,93,整租,东,900,半年付价,2,2,1,随时入住,2年以内,需提前预约,高楼层,7,无,免费使用,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,43,整租,南,1200,,1,0,1,随时入住,暂无数据,需提前预约,低楼层,26,有,暂无数据,民水,民电,有,集中供暖
